DATE,PARTICULARS,DR,CR,TYPE
05-09-2017,INB  IFT  PUNES MINI PUNJABB  TPARTY TRANSFER,0.0,15000.0,NETBANK
05-09-2017,POS  BELDARE PATIL  PUNE,1000.0,0.0,SWIPE
05-09-2017,INB    TECHPROCESS SOLUTIONS LTD,1529.5,0.0,NETBANK
05-11-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
17-04-2017,ECOM PUR  Paytm Mobile  Noida,2000.0,0.0,PAYTM
17-04-2017,UPI  PA,1750.0,0.0,UPI
17-04-2017,UPI  PA,4800.0,0.0,UPI
18-04-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,10000.0,NETBANK
18-04-2017,UPI  PA,6500.0,0.0,UPI
18-04-2017,UPI  PA    AXIeebbfbafda baec,0.0,6500.0,UPI
18-04-2017,UPI  PA,6500.0,0.0,UPI
18-04-2017,UPI  PA    AXIcea fae,0.0,6500.0,UPI
18-04-2017,UPI  PA,6500.0,0.0,UPI
18-04-2017,POS  S K AUTO CARE  PUNE,1000.0,0.0,SWIPE
20-04-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,20000.0,NETBANK
20-04-2017,INB  IFT  WHPL  TPARTY TRANSFER,19000.0,0.0,NETBANK
21-04-2017,POS  NRUSINHA  PUNE,1000.0,0.0,SWIPE
22-04-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
22-04-2017,POS  SAI EXPRESSWAY  PUNE,500.0,0.0,SWIPE
24-04-2017,POS  BPCL COCO  PUNE,200.0,0.0,SWIPE
24-04-2017,ATM CASH  NAVIPETH  PUNE,3000.0,0.0,CASHWD
25-04-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
28-04-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
28-04-2017,POS  REGAL FOOT WEAR  PUNE,2450.0,0.0,SWIPE
29-04-2017,POS  BPCL ROSHNI SERVI  PUNE,1000.0,0.0,SWIPE
05-01-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
05-02-2017,BRN TO CASH MAHENDRA PANDGALE,15000.0,0.0,CC
05-03-2017,BRN PYMT CARD,5740.79,0.0,CC
05-05-2017,MERCH REFUND DT     S K AUTO CARE,0.0,7.5,OTH
05-05-2017,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,3.75,OTH
05-05-2017,MERCH REFUND DT     NRUSINHA PETROLEUM,0.0,7.5,OTH
05-05-2017,MERCH REFUND DT     BHARAT PETROLEUM CORPO,0.0,7.5,OTH
05-05-2017,MERCH REFUND DT     BPCL COCO,0.0,1.5,OTH
05-06-2017,POS  ROHIT WINES  PUNE,1095.0,0.0,SWIPE
05-08-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
05-09-2017,INB  IFT  PUNES MINI PUNJABB  TPARTY TRANSFER,0.0,15000.0,NETBANK
05-09-2017,POS  BELDARE PATIL  PUNE,1000.0,0.0,SWIPE
05-09-2017,INB    TECHPROCESS SOLUTIONS LTD,1529.5,0.0,NETBANK
05-11-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
05-11-2017,POS  THE MOBILE WORLD   PUNE,850.0,0.0,SWIPE
13-05-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
15-05-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
16-05-2017,POS  INDIAN OIL   PUNE,1000.0,0.0,SWIPE
17-05-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,600000.0,NETBANK
17-05-2017,INB  IFT  Dad  TPARTY TRANSFER,340000.0,0.0,NETBANK
17-05-2017,INB  IFT  Mum  TPARTY TRANSFER,130000.0,0.0,NETBANK
17-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,50000.0,0.0,NETBANK
19-05-2017,BRN TO CASH SELF,12000.0,0.0,CC
19-05-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
20-05-2017,POS  LIVE FOR FOOD F &  PUNE,1855.0,0.0,SWIPE
22-05-2017,POS  BETOS  PUNE,3000.0,0.0,SWIPE
22-05-2017,INB  IFT  NAVIN SINGH  TPARTY TRANSFER,0.0,154000.0,NETBANK
22-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,154163.0,0.0,NETBANK
22-05-2017,ECOM PUR  BIGTREE ENTER  MUMBAI,391.26,0.0,ONLINE
23-05-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
23-05-2017,POS  CHITALIA PLASTICS  Pune,2600.0,0.0,SWIPE
24-05-2017,ECOM PUR  BUNDL TECHNOL  Banglore,1213.0,0.0,ONLINE
26-05-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     BELDARE PATIL PETROLEU,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     BHARAT PETROLEUM CORPO,0.0,7.5,OTH
30-05-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
06-01-2017,POS  NRUSINHA  PUNE,1000.0,0.0,SWIPE
06-01-2017,INB    AMAZON SELLER SERVICES PVT LTD(BILL,649.0,0.0,NETBANK
06-02-2017,BRN PYMT CARD,4135.87,0.0,CC
06-02-2017,POS  GAYATRI HOSPITALI  PUNE,560.0,0.0,SWIPE
06-03-2017,MERCH REFUND DT     INDIAN OIL CORPORATION,0.0,7.5,OTH
06-03-2017,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
06-03-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
06-03-2017,ECOM PUR  WWW SWIGGY IN  GURGAON,295.0,0.0,ONLINE
06-05-2017,POS  FOODJOCKEYS  PUNE,3132.0,0.0,SWIPE
06-05-2017,POS  JOVOS  PUNE,880.0,0.0,SWIPE
06-06-2017,POS  MAULI PETROLIUM  PUNE,1000.0,0.0,SWIPE
05-11-2017,POS  THE MOBILE WORLD   PUNE,850.0,0.0,SWIPE
13-05-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
15-05-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
16-05-2017,POS  INDIAN OIL   PUNE,1000.0,0.0,SWIPE
17-05-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,600000.0,NETBANK
17-05-2017,INB  IFT  Dad  TPARTY TRANSFER,340000.0,0.0,NETBANK
17-05-2017,INB  IFT  Mum  TPARTY TRANSFER,130000.0,0.0,NETBANK
17-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,50000.0,0.0,NETBANK
19-05-2017,BRN TO CASH SELF,12000.0,0.0,CC
19-05-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
20-05-2017,POS  LIVE FOR FOOD F &  PUNE,1855.0,0.0,SWIPE
22-05-2017,POS  BETOS  PUNE,3000.0,0.0,SWIPE
22-05-2017,INB  IFT  NAVIN SINGH  TPARTY TRANSFER,0.0,154000.0,NETBANK
22-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,154163.0,0.0,NETBANK
22-05-2017,ECOM PUR  BIGTREE ENTER  MUMBAI,391.26,0.0,ONLINE
23-05-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
23-05-2017,POS  CHITALIA PLASTICS  Pune,2600.0,0.0,SWIPE
24-05-2017,ECOM PUR  BUNDL TECHNOL  Banglore,1213.0,0.0,ONLINE
26-05-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     BELDARE PATIL PETROLEU,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
26-05-2017,MERCH REFUND DT     BHARAT PETROLEUM CORPO,0.0,7.5,OTH
30-05-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
06-01-2017,POS  NRUSINHA  PUNE,1000.0,0.0,SWIPE
06-01-2017,INB    AMAZON SELLER SERVICES PVT LTD(BILL,649.0,0.0,NETBANK
06-02-2017,BRN PYMT CARD,4135.87,0.0,CC
06-02-2017,POS  GAYATRI HOSPITALI  PUNE,560.0,0.0,SWIPE
06-03-2017,MERCH REFUND DT     INDIAN OIL CORPORATION,0.0,7.5,OTH
06-03-2017,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
06-03-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
06-03-2017,ECOM PUR  WWW SWIGGY IN  GURGAON,295.0,0.0,ONLINE
06-05-2017,POS  FOODJOCKEYS  PUNE,3132.0,0.0,SWIPE
06-05-2017,POS  JOVOS  PUNE,880.0,0.0,SWIPE
06-06-2017,POS  MAULI PETROLIUM  PUNE,1000.0,0.0,SWIPE
06-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,25000.0,NETBANK
06-09-2017,INB    VODAFONE(BILLDESK)  NA,1522.6,0.0,NETBANK
06-09-2017,INB  IFT  WHPL  TPARTY TRANSFER,25000.0,0.0,NETBANK
06-10-2017,POS  T R WINES  PUNE,480.0,0.0,SWIPE
06-12-2017,POS  DEVI PRIME REALTY  PUNE,1300.0,0.0,SWIPE
06-12-2017,INB  IFT  NAVIN SINGH  TPARTY TRANSFER,0.0,32000.0,NETBANK
06-12-2017,INB  IFT  WHPL  TPARTY TRANSFER,31600.0,0.0,NETBANK
06-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
06-12-2017,ECOM PUR  BUNDL TECHNOL  Banglore,401.0,0.0,ONLINE
14-06-2017,ECOM PUR  PayTm Mobile  Noida,1000.0,0.0,ONLINE
15-06-2017,UPI  PA,3300.0,0.0,UPI
16-06-2017,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
16-06-2017,MERCH REFUND DT     MAULI PETROLIUM,0.0,7.5,OTH
16-06-2017,MERCH REFUND DT     NRUSINHA PETROLEUM,0.0,7.5,OTH
16-06-2017,POS  T R WINES  PUNE,640.0,0.0,SWIPE
17-06-2017,MERCH REFUND DT     BHARAT PETROLEUM CORPO,0.0,7.5,OTH
17-06-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
19-06-2017,POS  FOODJOCKEYS  PUNE,1060.0,0.0,SWIPE
19-06-2017,POS  EPIPHANY HOSPITAL  PUNE,6903.0,0.0,SWIPE
20-06-2017,POS  TOUCHE THE SIZZLE  PUNE,2590.0,0.0,SWIPE
24-06-2017,Int Pd    to,0.0,596.0,INTEREST
27-06-2017,POS  FOODJOCKEYS  PUNE,1775.0,0.0,SWIPE
28-06-2017,INB  NEFT  AXIR  Amol  FSSAI of D,8500.0,0.0,NETBANK
28-06-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
29-06-2017,POS  RAJYOG PETROLEUM  PUNE,1000.0,0.0,SWIPE
30-06-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
07-03-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
07-03-2017,POS  MC DONALDS  MUMBAI,109.0,0.0,SWIPE
07-03-2017,POS  LIVE FOR FOOD F &  PUNE,540.0,0.0,SWIPE
07-04-2017,ECOM PUR  SHAADI COM(IN  mumbai,4860.0,0.0,ONLINE
07-04-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
07-07-2017,POS  FOODJOCKEYS  PUNE,1575.0,0.0,SWIPE
07-07-2017,POS  FOODJOCKEYS  PUNE,525.0,0.0,SWIPE
07-11-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,100000.0,NETBANK
07-11-2017,INB  IFT  WHPL  TPARTY TRANSFER,90000.0,0.0,NETBANK
07-11-2017,BRN TO CASH MAHESH RANDIVE,6000.0,0.0,CC
06-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,25000.0,NETBANK
06-09-2017,INB    VODAFONE(BILLDESK)  NA,1522.6,0.0,NETBANK
06-09-2017,INB  IFT  WHPL  TPARTY TRANSFER,25000.0,0.0,NETBANK
06-10-2017,POS  T R WINES  PUNE,480.0,0.0,SWIPE
06-12-2017,POS  DEVI PRIME REALTY  PUNE,1300.0,0.0,SWIPE
06-12-2017,INB  IFT  NAVIN SINGH  TPARTY TRANSFER,0.0,32000.0,NETBANK
06-12-2017,INB  IFT  WHPL  TPARTY TRANSFER,31600.0,0.0,NETBANK
06-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
06-12-2017,ECOM PUR  BUNDL TECHNOL  Banglore,401.0,0.0,ONLINE
14-06-2017,ECOM PUR  PayTm Mobile  Noida,1000.0,0.0,ONLINE
15-06-2017,UPI  PA,3300.0,0.0,UPI
16-06-2017,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
16-06-2017,MERCH REFUND DT     MAULI PETROLIUM,0.0,7.5,OTH
16-06-2017,MERCH REFUND DT     NRUSINHA PETROLEUM,0.0,7.5,OTH
16-06-2017,POS  T R WINES  PUNE,640.0,0.0,SWIPE
17-06-2017,MERCH REFUND DT     BHARAT PETROLEUM CORPO,0.0,7.5,OTH
17-06-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
19-06-2017,POS  FOODJOCKEYS  PUNE,1060.0,0.0,SWIPE
19-06-2017,POS  EPIPHANY HOSPITAL  PUNE,6903.0,0.0,SWIPE
20-06-2017,POS  TOUCHE THE SIZZLE  PUNE,2590.0,0.0,SWIPE
24-06-2017,Int Pd    to,0.0,596.0,INTEREST
27-06-2017,POS  FOODJOCKEYS  PUNE,1775.0,0.0,SWIPE
28-06-2017,INB  NEFT  AXIR  Amol  FSSAI of D,8500.0,0.0,NETBANK
28-06-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
29-06-2017,POS  RAJYOG PETROLEUM  PUNE,1000.0,0.0,SWIPE
30-06-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
07-03-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
07-03-2017,POS  MC DONALDS  MUMBAI,109.0,0.0,SWIPE
07-03-2017,POS  LIVE FOR FOOD F &  PUNE,540.0,0.0,SWIPE
07-04-2017,ECOM PUR  SHAADI COM(IN  mumbai,4860.0,0.0,ONLINE
07-04-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
07-07-2017,POS  FOODJOCKEYS  PUNE,1575.0,0.0,SWIPE
07-07-2017,POS  FOODJOCKEYS  PUNE,525.0,0.0,SWIPE
07-11-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,100000.0,NETBANK
07-11-2017,INB  IFT  WHPL  TPARTY TRANSFER,90000.0,0.0,NETBANK
07-11-2017,BRN TO CASH MAHESH RANDIVE,6000.0,0.0,CC
07-12-2017,ECOM PUR  VODAFONE  MUMBAI,1526.06,0.0,ONLINE
13-07-2017,MERCH REFUND DT     BHARAT PETROLEUM CORPO,0.0,7.5,OTH
13-07-2017,POS  V R WINES  PUNE,1235.0,0.0,SWIPE
14-07-2017,POS  MAXWELL CHEMIST  PUNE,930.0,0.0,SWIPE
14-07-2017,ECOM PUR  SWIGGY  NOIDA,807.0,0.0,ONLINE
15-07-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,130000.0,NETBANK
15-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,100000.0,0.0,NETBANK
15-07-2017,POS  KFC Baner  PUNE,311.52,0.0,SWIPE
15-07-2017,POS  KFC Baner  PUNE,638.38,0.0,SWIPE
15-07-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
15-07-2017,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
15-07-2017,MERCH REFUND DT     RAJYOG PETROLEUM,0.0,7.5,OTH
15-07-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
15-07-2017,UPI  PA,2890.0,0.0,UPI
17-07-2017,POS  THE WESTIN PUNE  PUNE,1350.0,0.0,SWIPE
17-07-2017,POS  THE WESTIN PUNE  PUNE,1750.0,0.0,SWIPE
18-07-2017,POS  FOODJOCKEYS  PUNE,791.0,0.0,SWIPE
18-07-2017,POS  FOODJOCKEYS  PUNE,265.0,0.0,SWIPE
20-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,357.0,0.0,ONLINE
21-07-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
22-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE
24-07-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,300000.0,NETBANK
24-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,50000.0,0.0,NETBANK
24-07-2017,INB  IFT  Rahul Pardeshi  TPARTY TRANSFER,5000.0,0.0,NETBANK
24-07-2017,POS  BURGER KING   PUNE,481.44,0.0,SWIPE
25-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,115000.0,0.0,NETBANK
26-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,35000.0,0.0,NETBANK
26-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,2000.0,0.0,NETBANK
26-07-2017,INB  IFT  PUNES MINI PUNJABB  TPARTY TRANSFER,0.0,30000.0,NETBANK
26-07-2017,INB  IFT  Gauri Misal  TPARTY TRANSFER,10000.0,0.0,NETBANK
26-07-2017,INB  NEFT  AXIR  Aru Raghuvans  just distr,15000.0,0.0,NETBANK
28-07-2017,POS  FOODJOCKEYS  PUNE,1575.0,0.0,SWIPE
28-07-2017,POS  FOODJOCKEYS  PUNE,262.0,0.0,SWIPE
28-07-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
28-07-2017,POS  CAFE COFFEE DAY  MANTRA,224.0,0.0,SWIPE
30-07-2017,POS  THE WESTIN PUNE  PUNE,1350.0,0.0,SWIPE
31-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,50000.0,0.0,NETBANK
07-12-2017,ECOM PUR  VODAFONE  MUMBAI,1526.06,0.0,ONLINE
13-07-2017,MERCH REFUND DT     BHARAT PETROLEUM CORPO,0.0,7.5,OTH
13-07-2017,POS  V R WINES  PUNE,1235.0,0.0,SWIPE
14-07-2017,POS  MAXWELL CHEMIST  PUNE,930.0,0.0,SWIPE
14-07-2017,ECOM PUR  SWIGGY  NOIDA,807.0,0.0,ONLINE
15-07-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,130000.0,NETBANK
15-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,100000.0,0.0,NETBANK
15-07-2017,POS  KFC Baner  PUNE,311.52,0.0,SWIPE
15-07-2017,POS  KFC Baner  PUNE,638.38,0.0,SWIPE
15-07-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
15-07-2017,MERCH REFUND DT     SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
15-07-2017,MERCH REFUND DT     RAJYOG PETROLEUM,0.0,7.5,OTH
15-07-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
15-07-2017,UPI  PA,2890.0,0.0,UPI
17-07-2017,POS  THE WESTIN PUNE  PUNE,1350.0,0.0,SWIPE
17-07-2017,POS  THE WESTIN PUNE  PUNE,1750.0,0.0,SWIPE
18-07-2017,POS  FOODJOCKEYS  PUNE,791.0,0.0,SWIPE
18-07-2017,POS  FOODJOCKEYS  PUNE,265.0,0.0,SWIPE
20-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,357.0,0.0,ONLINE
21-07-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
22-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE
24-07-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,300000.0,NETBANK
24-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,50000.0,0.0,NETBANK
24-07-2017,INB  IFT  Rahul Pardeshi  TPARTY TRANSFER,5000.0,0.0,NETBANK
24-07-2017,POS  BURGER KING   PUNE,481.44,0.0,SWIPE
25-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,115000.0,0.0,NETBANK
26-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,35000.0,0.0,NETBANK
26-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,2000.0,0.0,NETBANK
26-07-2017,INB  IFT  PUNES MINI PUNJABB  TPARTY TRANSFER,0.0,30000.0,NETBANK
26-07-2017,INB  IFT  Gauri Misal  TPARTY TRANSFER,10000.0,0.0,NETBANK
26-07-2017,INB  NEFT  AXIR  Aru Raghuvans  just distr,15000.0,0.0,NETBANK
28-07-2017,POS  FOODJOCKEYS  PUNE,1575.0,0.0,SWIPE
28-07-2017,POS  FOODJOCKEYS  PUNE,262.0,0.0,SWIPE
28-07-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
28-07-2017,POS  CAFE COFFEE DAY  MANTRA,224.0,0.0,SWIPE
30-07-2017,POS  THE WESTIN PUNE  PUNE,1350.0,0.0,SWIPE
31-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,50000.0,0.0,NETBANK
08-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,330000.0,NETBANK
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,330000.0,0.0,NETBANK
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,15000.0,NETBANK
08-03-2017,NEFT  MB  AXMB  Ganesh Site,15000.0,0.0,NEFT
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,16000.0,0.0,NETBANK
08-04-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
08-05-2017,BRN TO CASH GORE SALIM QADAR,8000.0,0.0,CC
08-05-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,63500.0,NETBANK
08-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,47500.0,0.0,NETBANK
08-05-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
08-07-2017,POS  H R CAFE INDIA PV  PUNE,6050.0,0.0,SWIPE
08-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,451.0,0.0,ONLINE
08-08-2017,POS  FOODJOCKEYS  PUNE,3122.0,0.0,SWIPE
08-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
08-08-2017,POS  EURO CAR CARE  PUNE,12000.0,0.0,SWIPE
08-08-2017,POS  CONRAD PUNE  Koji  PUNE,2992.19,0.0,SWIPE
08-09-2017,POS  DEVI PRIME REALTY  PUNE,1522.0,0.0,SWIPE
08-10-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,100000.0,NETBANK
08-10-2017,INB  IFT  WHPL  TPARTY TRANSFER,100000.0,0.0,NETBANK
08-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE
08-10-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
08-10-2017,POS  O HOTEL  PUNE,3882.0,0.0,SWIPE
